id,keyword,keyword_variants,optional,category,country,maker,extra,sources,aka
Old Monk,old-monk,old-monk,rum|india|mohan-meakin-limited,rum,India,Mohan Meakin Limited,,alkohole_wikidata|rum_brands|twe_brands,
McDowell's No.1 Celebration,mcdowells-no-1-celebration,mcdowells-no-1-celebration,rum|india|united-spirits-limited,rum,India,United Spirits Limited,,alkohole_wikidata|rum_brands,
Amrut,amrut,amrut,rum|whisky|india|amrut-distilleries,rum|whisky,India,Amrut Distilleries,,alkohole_wikidata|rum_brands|twe_brands,
Radico Khaitan,radico-khaitan,radico-khaitan,rum|india,rum,India,,,rum_brands,
Cor Cor,cor-cor,cor-cor,rum|japan,rum,Japan,,,rum_brands,
Helios Distillery,helios-distillery,helios-distillery,rum|japan,rum,Japan,,,rum_brands,
Kikusui Shuzo,kikusui-shuzo,kikusui-shuzo,rum|japan,rum,Japan,,,rum_brands,
Mizuho Shuzo,mizuho-shuzo,mizuho-shuzo,rum|japan,rum,Japan,,,rum_brands,
Nine Leaves,nine-leaves,nine-leaves,rum|japan,rum,Japan,,,rum_brands|twe_brands,
Ogasawara Rum,ogasawara-rum,ogasawara-rum,japan,rum,Japan,,,rum_brands,
Suntory,suntory,suntory|suntory-holdings-limited|suntory-holdings|suntory-holdings-ltd,rum|whisky|japan,rum|whisky,Japan,,,alkohole_wikidata|rum_brands|twe_brands,
Takaoka Jozo,takaoka-jozo,takaoka-jozo,rum|japan,rum,Japan,,,rum_brands,
Bleeding Heart Rum Company,bleeding-heart-rum-company,bleeding-heart-rum-company,philippines,rum,Philippines,,,rum_brands,
Tanduay,tanduay,tanduay,rum|philippines,rum,Philippines,,,rum_brands|twe_brands,
Khukri Rum,khukri-rum,khukri-rum,nepal,rum,Nepal,,,rum_brands,
Khukri Spice,khukri-spice,khukri-spice,rum|nepal,rum,Nepal,,,rum_brands,
Grenada Bay,grenada-bay,grenada-bay,rum|new-zealand,rum,New Zealand,,,rum_brands,
Lunatic and Lover,lunatic-and-lover,lunatic-and-lover,rum|new-zealand,rum,New Zealand,,,rum_brands|twe_brands,
LWF Distilling,lwf-distilling,lwf-distilling,rum|new-zealand,rum,New Zealand,,,rum_brands,
The NZ Rum Co.,the-nz-rum-co,the-nz-rum-co,new-zealand,rum,New Zealand,,,rum_brands,
Koxinga Gold Rum,koxinga-gold-rum,koxinga-gold-rum,taiwan,rum,Taiwan,,,rum_brands,
Sang Som,sang-som,sang-som|sangsom,rum|thailand,rum,Thailand,,,rum_brands|twe_brands,SangSom
Issan,issan,issan,rum|thailand,rum,Thailand,,,rum_brands,
The Distillery Phuket,the-distillery-phuket,the-distillery-phuket,rum|thailand,rum,Thailand,,,rum_brands,
Cavalier,cavalier,cavalier,rum|antigua-and-barbuda,rum,Antigua and Barbuda,,,rum_brands,
English Harbour,english-harbour,english-harbour,rum|antigua-and-barbuda,rum,Antigua and Barbuda,,,rum_brands|twe_brands,
Luna Rum,luna-rum,luna-rum,bahamas,rum,Bahamas,,,rum_brands,
John Watling's,john-watlings,john-watlings,rum|bahamas,rum,Bahamas,,,rum_brands,
Ole Nassau,ole-nassau,ole-nassau,rum|bahamas,rum,Bahamas,,,rum_brands,
The Mount Gay Rum Distillery,the-mount-gay-rum-distillery,the-mount-gay-rum-distillery,barbados,rum,Barbados,,,rum_brands,
West Indies Rum Distillery,west-indies-rum-distillery,west-indies-rum-distillery,barbados,rum,Barbados,,,rum_brands,
Foursquare Rum Distillery,foursquare-rum-distillery,foursquare-rum-distillery,barbados,rum,Barbados,,,rum_brands,
St Nicholas Abbey,st-nicholas-abbey,st-nicholas-abbey,rum|barbados,rum,Barbados,,,rum_brands|twe_brands,
Bumbu Rum,bumbu-rum,bumbu-rum,barbados,rum,Barbados,,,rum_brands,
Cockspur Rum,cockspur-rum,cockspur-rum,barbados,rum,Barbados,,,alkohole_wikidata|rum_brands,
Malibu Rum,malibu-rum,malibu-rum,barbados,rum,Barbados,,,rum_brands,
Old Brigand Rum,old-brigand-rum,old-brigand-rum,barbados,rum,Barbados,,,rum_brands,
Pusser's Ltd.,pussers-ltd,pussers-ltd,rum|british-virgin-islands,rum,British Virgin Islands,,,rum_brands,
7 Fathoms,7-fathoms,7-fathoms,rum|cayman-islands,rum,Cayman Islands,,,rum_brands,
Edward Teach,edward-teach,edward-teach,rum|cayman-islands,rum,Cayman Islands,,,rum_brands,
Blackbeards,blackbeards,blackbeards,rum|cayman-islands,rum,Cayman Islands,,,rum_brands,
Tortuga,tortuga,tortuga,rum|cayman-islands,rum,Cayman Islands,,,rum_brands,
Ron Cubay,ron-cubay,ron-cubay,rum|cuba,rum,Cuba,,,rum_brands|twe_brands,
Havana Club,havana-club,havana-club,rum|liqueur|cuba,rum|liqueur,Cuba,,,alkohole_wikidata|rum_brands|twe_brands,
Conde de Cuba,conde-de-cuba,conde-de-cuba,rum,rum,Cuba,,,rum_brands,
Ron Vigia,ron-vigia,ron-vigia,rum|cuba,rum,Cuba,,,rum_brands,
Ron Caney,ron-caney,ron-caney,rum|cuba,rum,Cuba,,,rum_brands,
Ron Arecha,ron-arecha,ron-arecha,rum|cuba,rum,Cuba,,,rum_brands,
Ron Edmundo Dantes,ron-edmundo-dantes,ron-edmundo-dantes,rum|cuba,rum,Cuba,,,rum_brands,
Ron Legendario,ron-legendario,ron-legendario,rum|cuba,rum,Cuba,,,rum_brands,
Ron Mulata,ron-mulata,ron-mulata,rum|cuba,rum,Cuba,,,rum_brands,
Ron Santiago de Cuba,ron-santiago-de-cuba,ron-santiago-de-cuba,rum,rum,Cuba,,,rum_brands,
Ron Varadero,ron-varadero,ron-varadero,rum|cuba,rum,Cuba,,,rum_brands,
Barceló,barcelo,barcelo,rum|dominican-republic,rum,Dominican Republic,,,rum_brands|twe_brands,Barcelo
Bermúdez,bermudez,bermudez,rum|dominican-republic,rum,Dominican Republic,,,alkohole_wikidata|rum_brands,
Brugal,brugal,brugal|brugal-co|brugal-and-co|brugal-and,rum|dominican-republic,rum,Dominican Republic,,,alkohole_wikidata|rum_brands|twe_brands,
Matusalem,matusalem,matusalem,rum|dominican-republic,rum,Dominican Republic,,,rum_brands|twe_brands,
Candela Mamajuana,candela-mamajuana,candela-mamajuana,rum|dominican-republic,rum,Dominican Republic,,,rum_brands,
Siboney,siboney,siboney,rum|dominican-republic,rum,Dominican Republic,,,rum_brands,
Oliver,oliver,oliver,rum|dominican-republic,rum,Dominican Republic,,,rum_brands,
Macorix,macorix,macorix,rum|dominican-republic,rum,Dominican Republic,,,rum_brands,
Clark's Court,clarks-court,clarks-court,rum|grenada,rum,Grenada,,,rum_brands,
Westerhall,westerhall,westerhall,rum|grenada,rum,Grenada,,,rum_brands,
Rivers Rum,rivers-rum,rivers-rum,grenada,rum,Grenada,,,rum_brands,
Bielle,bielle,bielle,rum|guadeloupe,rum,Guadeloupe,,,rum_brands|twe_brands,
Damoiseau,damoiseau,damoiseau,rum|guadeloupe,rum,Guadeloupe,,Guadeloupe,french_rums|rum_brands|twe_brands,
Montebello,montebello,montebello,rum|guadeloupe,rum,Guadeloupe,,Guadeloupe,french_rums|rum_brands|twe_brands,
Père Labat,pere-labat,pere-labat,rum|guadeloupe,rum,Guadeloupe,,Guadeloupe,french_rums|rum_brands,
Séverin,severin,severin,rum|guadeloupe,rum,Guadeloupe,,Guadeloupe,french_rums|rum_brands,
Longueteau,longueteau,longueteau,rum|guadeloupe,rum,Guadeloupe,,Guadeloupe,french_rums|rum_brands,
Reimonenq,reimonenq,reimonenq,rum|guadeloupe,rum,Guadeloupe,,,rum_brands,
Bologne,bologne,bologne,rum|guadeloupe,rum,Guadeloupe,,Guadeloupe,french_rums|rum_brands|twe_brands,
Papa Rouyo,papa-rouyo,papa-rouyo,rum|guadeloupe,rum,Guadeloupe,,,rum_brands|twe_brands,
Rhum Barbancourt,rhum-barbancourt,rhum-barbancourt,rum|haiti,rum,Haiti,,,alkohole_wikidata|rum_brands,
Rhum Vieux Labbé,rhum-vieux-labbe,rhum-vieux-labbe,rum|haiti,rum,Haiti,,,alkohole_wikidata|rum_brands,
Rhum 1716,rhum-1716,rhum-1716,rum|haiti,rum,Haiti,,,rum_brands,
J. Wray and Nephew,j-wray-and-nephew,j-wray-and-nephew,rum|jamaica,rum,Jamaica,,,rum_brands,
Myers's,myerss,myerss,rum|jamaica,rum,Jamaica,,,rum_brands|twe_brands,
Rum-bar rum,rum-bar-rum,rum-bar-rum,jamaica,rum,Jamaica,,,alkohole_wikidata|rum_brands,Rum-Bar Rum
The Rum Company,the-rum-company,the-rum-company,jamaica,rum,Jamaica,,,rum_brands,
Old Pascas,old-pascas,old-pascas,rum|jamaica,rum,Jamaica,,,rum_brands,
Worthy Park,worthy-park,worthy-park,rum|jamaica,rum,Jamaica,,,rum_brands|twe_brands,
Hampden,hampden,hampden,rum|jamaica,rum,Jamaica,,,rum_brands|twe_brands,
Smith & Cross,smith-cross,smith-cross|smith-and-cross,rum|jamaica,rum,Jamaica,,,rum_brands|twe_brands,
Appleton,appleton,appleton,rum|jamaica,rum,Jamaica,,,rum_brands|twe_brands,
Appleton Estate,appleton-estate,appleton-estate,rum|jamaica,rum,Jamaica,,,rum_brands,
Habitation Saint-Etienne,habitation-saint-etienne,habitation-saint-etienne,rum|martinique,rum,Martinique,,Martinique,french_rums|rum_brands,
J. Bally,j-bally,j-bally,rum|martinique,rum,Martinique,,Martinique,french_rums|rum_brands|twe_brands,J Bally
La Mauny,la-mauny,la-mauny,rum|martinique,rum,Martinique,,Martinique,french_rums|rum_brands|twe_brands,
Neisson,neisson,neisson,rum|martinique,rum,Martinique,,,rum_brands|twe_brands,
Rhum Clément,rhum-clement,rhum-clement,rum|martinique,rum,Martinique,,Martinique,french_rums|rum_brands,
Rhum Dillon,rhum-dillon,rhum-dillon,rum|martinique,rum,Martinique,,Martinique,french_rums|rum_brands,
Saint James,saint-james,saint-james,rum|bitters|martinique,rum|bitters,Martinique,,Martinique,french_rums|rum_brands|twe_brands,
Trois Rivières,trois-rivieres,trois-rivieres,rum|martinique,rum,Martinique,,Martinique,french_rums|rum_brands|twe_brands,Trois Rivieres
HBS,hbs,hbs,rum|martinique,rum,Martinique,,,rum_brands,
A1710,a1710,a1710,rum|martinique,rum,Martinique,,,rum_brands,
JM,jm,jm,rum|martinique,rum,Martinique,,,rum_brands|twe_brands,
La Favorite,la-favorite,la-favorite,rum|martinique,rum,Martinique,,,rum_brands,
Bacardi,bacardi,bacardi,rum|spirits|puerto-rico,rum|spirits,Puerto Rico,,,alkohole_wikidata|puerto_rican_rums|rum_brands|twe_brands,
Don Q,don-q,don-q,rum|puerto-rico|destileria-serralles,rum,Puerto Rico,Destilería Serrallés,,alkohole_wikidata|puerto_rican_rums|rum_brands|twe_brands,
Ron del Barrilito,ron-del-barrilito,ron-del-barrilito,rum|puerto-rico,rum,Puerto Rico,,,puerto_rican_rums|rum_brands|twe_brands,
Club Caribe Destillers,club-caribe-destillers,club-caribe-destillers,rum|puerto-rico,rum,Puerto Rico,,,rum_brands,
Belmont Estate Rum,belmont-estate-rum,belmont-estate-rum,saint-kitts-and-nevis,rum,Saint Kitts and Nevis,,,rum_brands,
Cane Spirit Rothschild,cane-spirit-rothschild,cane-spirit-rothschild,rum|saint-kitts-and-nevis,rum,Saint Kitts and Nevis,,,rum_brands,
Chairman's Reserve Rum,chairmans-reserve-rum,chairmans-reserve-rum,saint-lucia,rum,Saint Lucia,,,rum_brands,
Bounty Rum,bounty-rum,bounty-rum,saint-lucia,rum,Saint Lucia,,,rum_brands,
Rum 1931,rum-1931,rum-1931,saint-lucia,rum,Saint Lucia,,,rum_brands,
Rum Admiral Rodney,rum-admiral-rodney,rum-admiral-rodney,saint-lucia,rum,Saint Lucia,,,rum_brands,
TOZ rum,toz-rum,toz-rum,saint-lucia,rum,Saint Lucia,,,rum_brands,
St. Vincent Distillers Ltd.,st-vincent-distillers-ltd,st-vincent-distillers-ltd,rum|saint-vincent-and-the-grenadines,rum,Saint Vincent and the Grenadines,,,rum_brands,
Topper's Rhum Distillery,toppers-rhum-distillery,toppers-rhum-distillery,rum|sint-maarten,rum,Sint Maarten,,,rum_brands,
10 Cane,10-cane,10-cane,rum|trinidad-and-tobago|lvmh,rum,Trinidad and Tobago,LVMH,,alkohole_wikidata|rum_brands,
Angostura Rums,angostura-rums,angostura-rums,rum|trinidad-and-tobago,rum,Trinidad and Tobago,,,rum_brands,
Fernandes Rums,fernandes-rums,fernandes-rums,rum|trinidad-and-tobago,rum,Trinidad and Tobago,,,rum_brands,
Island Company Rum,island-company-rum,island-company-rum,trinidad-and-tobago,rum,Trinidad and Tobago,,,rum_brands,
Kraken Rum,kraken-rum,kraken-rum,trinidad-and-tobago|proximo-spirits,rum,Trinidad and Tobago,Proximo Spirits,,alkohole_wikidata|rum_brands,
Forres Park Puncheon,forres-park-puncheon,forres-park-puncheon,rum|trinidad-and-tobago,rum,Trinidad and Tobago,,,rum_brands,
Captain Morgan,captain-morgan,captain-morgan,rum|us-virgin-islands|puerto-rico|diageo,rum,US Virgin Islands|Puerto Rico,Diageo,,alkohole_wikidata|rum_brands|twe_brands,
Cruzan,cruzan,cruzan,rum|us-virgin-islands,rum,US Virgin Islands,,,rum_brands|twe_brands,
3 Queens Distillery,3-queens-distillery,3-queens-distillery,rum|us-virgin-islands,rum,US Virgin Islands,,,rum_brands,
A.H. Riise,a-h-riise,a-h-riise,rum|us-virgin-islands,rum,US Virgin Islands,,,rum_brands,
Isla Ñ Rum,isla-n-rum,isla-n-rum,argentina,rum,Argentina,,,rum_brands,
"Travellers Liquors, Ltd.",travellers-liquors-ltd,travellers-liquors-ltd,rum|belize,rum,Belize,,,rum_brands,
"L&R Liquors, Ltd.",l-r-liquors-ltd,l-r-liquors-ltd|l-and-r-liquors-ltd,rum|belize,rum,Belize,,,rum_brands,
Oronoco Rum,oronoco-rum,oronoco-rum,brazil,rum,Brazil,,,rum_brands,
Señor Weber Rum,senor-weber-rum,senor-weber-rum,brazil,rum,Brazil,,,rum_brands,
Parce,parce,parce,rum|colombia,rum,Colombia,,,alkohole_wikidata|rum_brands,
Dictador,dictador,dictador,rum|colombia,rum,Colombia,,,alkohole_wikidata|rum_brands,
Ron de Caldas,ron-de-caldas,ron-de-caldas,rum|colombia,rum,Colombia,,,rum_brands,
Ron Medellín,ron-medellin,ron-medellin,rum|colombia,rum,Colombia,,,rum_brands,
Ron Hechicera,ron-hechicera,ron-hechicera,rum|colombia,rum,Colombia,,,rum_brands,
Ron Santa Fé,ron-santa-fe,ron-santa-fe,rum|colombia,rum,Colombia,,,rum_brands,
Centenario,centenario,centenario,rum|costa-rica,rum,Costa Rica,,,rum_brands|twe_brands,
Ron Cihuatán,ron-cihuatan,ron-cihuatan,rum|el-salvador,rum,El Salvador,,,alkohole_wikidata|rum_brands,
Ron Botran,ron-botran,ron-botran,rum|guatemala,rum,Guatemala,,,rum_brands,
Ron Zacapa,ron-zacapa,ron-zacapa,rum|guatemala,rum,Guatemala,,,rum_brands|twe_brands,
El Dorado,el-dorado,el-dorado,rum|guyana,rum,Guyana,,,rum_brands|twe_brands,
